说明：题型编号，数据结构用J表示，数据库原理用K表示，网络用W表示，软件工程用R表示，操作系统用Z表示，应用基础用C表示，多媒体技术用D表示，硬件部分用Y表示，移动互联应用用H表示，S表示数据表示和计算，L表示离散数学，Q表示软件知识产权；C语言用1表示，C++语言用2表示，Java语言用3表示，JavaScript用4表示，C#用5表示；难度用0和1表示，0表示简单，1表示困难。,,,,,,,,
题号,题型,题目,A,B,C,D,答案,难度
1831,W,Intranet区别于Internet的最大特征是（ ）。,实现技术,安全性 ,开放性,共享性,B,1
1832,W,IP路由器设计的重点是提高接收，处理和转发分组速度，其传统IP路由转发功能主要由（ ）？,软件实现,硬件实现,专用ASIC实现,操作系统实现,A,1
1833,W,IP协议提供的是（ ）类型。,面向连接的数据报服务,无连接的数据报服务,面向连接的虚电路服务,无连接的虚电路服务,B,1
1834,W,ISDN为了使通信网络内部的变化对终端用户是透明的，它必须提供一个标准的（ ）。,用户接口,数据速率体系,网络接口,网络协议体系,A,1
1835,W,MAC层是（ ）所特有的。,局域网和广域网   ,城域网和广域网,城域网和远程网 ,局域网和城域网,D,1
1836,W,NFS协议是TCP/IP协议集中（ ）协议。,应用层,表示层,会话层,传输层,A,1
1837,W,OSI应用层，在进行文件传输时，为了避免不同文件结构之间的映射、转换等问题，需采用的方案为  (    ) 。,系统文件,虚拟文件   ,实际文件,索引文件,B,1
1838,W,SDH通常在宽带网的哪部分使用？（ ）,传输网,交换网,接入网,存储网,B,1
1839,W,URL的一般格式为 (  ) 。,/＜路径＞/＜文件名＞/＜主机＞,＜通信协议＞://＜主机＞/＜路径＞/＜文件名＞,＜通信协议＞:/ ＜主机＞/(文件名＞,//＜机＞/＜路径＞/＜文件名＞:＜通信协议＞,B,1
1840,W,VLAN在现代组网技术中占有重要地位，在由多个VLAN组成的一个局域网中以下哪种说法是不正确的？（ ）,当站点从一个VLAN转移到另一个VLAN是，一般不需要物理连接,VLAN中的一个站点可以和另一个VLAN中的站点直接通信,当站点在一个VLAN中广播时，其他VLAN中的站点不能收到,VLAN可以通过MAC地址，交换机端口等进行定义,B,1
1841,W,报文交换技术说法不正确的是(  )。,服文交换采用的传送方式是“存储一转发”方式,报文交换方式中数据传输的数据块其长度不限且可变,报文交换可以把一个报文发送到多个目的地,报文交换方式适用于语言连接或交互式终端到计算机的连接,D,1
1842,W,不同类型的数据对网络传输服务质量有不同的要求，下面（ ）参数是传输服务质量中的关键参数。,传输延迟 ,峰值速率,突发报文数,报文长度,A,1
1843,W,从网络高层协议角度，网络攻击可以分为（ ）。,主动攻击与被动攻击,服务攻击与非服务攻击,病毒攻击与主机攻击,浸入攻击与植入攻击,B,1
1844,W,从源向目的传送数据段的过程中，TCP 使用什么机制提供流量控制( )。,序列号,会话创建,窗口大小,确认,C,1
1845,W,当使用电子邮件访问POP3服务器时（ ）。,邮件服务器保留邮件副本,从不同的计算机上都可以阅读服务器上的邮件,比较适合用户从一台固定的客户机访问邮箱的情况,目前支持POP3协议的邮件服务器不多，一般都使用IMAP协议的邮件服务器,C,1
1846,W,电子邮件地址Wang@263.net中没有包含的信息是 (   )。,发送邮件服务器 ,接收邮件服务器,邮件客户机  ,邮箱所有者,C,1
1847,W,对明文字母重新排列，并不隐藏他们的加密方法属于（ ）。,置换密码,分组密码,易位密码,序列密码,C,1
1848,W,"对网络的威胁包括：1、假冒 2、特洛伊木马 3、旁路控制 4、陷门 5、授权侵犯
在这些威胁中，属于渗入威胁的为（ ）。",1、3和5,3和4,2和4,1、2、3和4,A,1
1849,W,对于xDSL技术上行速率说，（ ）速率最大。,VDSL,RADSL,ADSL,HDSL,A,1
1850,W,对于已经划分了VLAN后的交换式以太网，下列哪种说法是错误的？( ),交换机的每个端口自己是一个冲突域,位于一个VLAN的各端口属于一个冲突域,位于一个VLAN的各端口属于一个广播域,属于不同VLAN的各端口的计算机之间，不用路由器不能连通,B,1
1851,W,访问控制技术不包括(  ) 。,自主访问控制,强制访问控制,基于角色访问控制 ,信息流控制,D,1
1852,W,关于IP协议，以下哪种说法是错误的？ ( ),IP协议规定了IP地址的具体格式,IP协议规定了IP地址与其域名的对应关系,IP协议规定了IP数据报的具体格式,IP协议规定了IP数据报分片和重组原则,B,1
1853,W,关于端口的陈述错误的是（ ）。,0到1024的端口号是公用约定的,可以自己指定FTP的端为5000,多个FTP进程在本机端口号是不一样的,端口是保证多少的重要技术,A,1
1854,W,关于数字签名，下面哪种说法是错误的？（ ）,数字签名技术能够保证信息传输过程中的安全性,数字签名技术能够保证信息传输过程中的完整性,数字签名技术能够对发送者的身份进行认证,数字签名技术能够防止交易中抵赖的发生,A,1
1855,W,关于网络技术的发展趋势，以下哪种说法是不正确的？（ ）,网络由面向终端向资源共享发展,网络由单一的数据通信网向综合业务数字通信网发展,网络由分组交换向报文交换发展,网络由对等通信方式向网站/浏览器方式发展,C,1
1856,W,广泛使用的移动电话通信系统是采用（ ）的拓扑结构。,总线型,环形,网状,蜂窝状,D,1
1857,W,基于网络低层协议、利用协议或操作系统实现时的漏洞来达到攻击目的，这种攻击方式称为（ ）。,服务攻击,拒绝服务攻击,被动攻击,非服务攻击,D,1
1858,W,计算机通信子网技术发展的顺序是 (  )。,ATM->帧中继->电路交换->报文组交换,电路交换->报文组交换->ATM->帧中继,电路交换->报文分组交换->帧中继->ATM,电路交换->帧中继->ATM->报文组交换,C,1
1859,W,计算机网络通信的一个显著特点是（ ）。,稳定性,间歇性、突发性,安全性,易用性,B,1
1860,W,计算机网络拓扑结构主要取决于它的（ ）。,资源子网,FDDI网,通信子网,城域网,C,1
1861,W,计算机网络由通信子网和资源子网组成。下列设备中属于资源子网的是(  )。,PSE,PAD,HOST,NCC,C,1
1862,W,计算机网络中信息传递的调度控制技术可分为三类，以下不属于此控制技术的是（ ）。,流量控制,拥塞控制  ,防止死锁,时延控制,D,1
1863,W,"家庭计算机用户上网可使用的技术是（ ）。
l、电话线加上MODEM
2、有线电视电缆加上Cable MODEM
3、电话线加上ADSL
4、光纤到户(FTTH)",1，3,2，3,2，3，4,1，2，3，4 ,D,1
1864,W,建立EDI用户之间数据交换关系，通常使用的方式为（ ）。,EDI用户之间采用专线进行直接数据交换,EDI用户之间采用拨号线进行直接数据交换,EDI用户之间采用专用EDI平台进行数据交换,EDI用户之间采用专线和拨号进行直接数据交换,C,1
1865,W,宽带ISDN的核心技术是（ ）,ATM技术,光纤接入技术,多媒体技术,SDH技术,A,1
1866,W,宽带网络可以分为（ ）三大部分。,传输网、混合交换网、接入网,传输网、交换网、接入网,N-ISDN、B-ISDN、ISDN,个人、企业、网络,B,1
1867,W,路由器中的路由表（ ）。,需要包含到达所有主机的完整路径信息,需要包含到达目的网络的下一步路径信息,需要包含到达目的网络的完整路径信息,需要包含到达所有主机的下一步路径信息,B,1
1868,W,面向终端的计算机网络和计算机-计算机网络的主要区别在于（ ）。,终端数目,多处理中心,集中器,调制解调器,B,1
1869,W,"某部门申请到一个C类IP地址,若要分成６个子网,其掩码应为  (  )。",255.255.255.255 ,255.255.255.0,255.255.255.224,255.255.255.192,C,1
1870,W,目前，防火墙一般可以提供4种服务，它们是（ ）。,服务控制、方向控制、目录控制和行为控制,服务控制、网络控制、目录控制和方向控制,方向控制、行为控制、用户控制和网络控制,服务控制、方向控制、用户控制和行为控制,D,1
1871,W,目前我国有权直接与国际Internet连接的网络有( )个。,5,4,3,2,B,1
1872,W,目前应用最为广泛的一类局域网是Ethernet网。Ethernet的核心技术是它的随机争用型介质访问控制方法，即( )。,Token Ring,Token Bus,CSMA/CD,FDDI,C,1
1873,W,能将贸易、运输、保险、银行、海关等行业信息用一种国际公认的标准格式，通过计算机网络通信，实现各企业之间的数据交换，并完成以贸易为中心的业务全过程的系统称为（  ）。, MHS,EDI ,FTAM,VT,B,1
1874,W,企业要上Internet网络，又要提高企业的Intranet安全性的手段中不正确的是（　）。,物理上与Internet断开,使用IPX协议,协议级上与Internet断开,使用防火墙,A,1
1875,W,如果发送方使用的加密密钥和接收方使用的解密密钥不相同，从其中一个密钥难以推出另一个密钥，这样的系统称为（ ）。,常规加密系统,单密钥加密系统,公钥加密系统,对称加密系统,C,1
1876,W,如果互连的局域网高层分别采用TCP/IP协议与SPX/IPX协议，那么我们可以选择的多个网络互连设备应该是（ ）。,中继器,网桥,网卡,路由器,D,1
1877,W,三次握手机制用于解决（ ）问题。,网络中出现重复请求报文,网络中出现大量请求报文,网络中无请求报文,网络中出现大量确认报文,A,1
1878,W,世界上很多国家都相继组建了自己国家的公用数据网，现有的公用数据网大多采用 (  )。,分组交换方式,报文交换方式,电路交换方式,空分交换方式,A,1
1879,W,市话网在数据传输期间，在源节点与目的节点之间有一条利用中间节点构成的物理连接线路。这种市话网采用（ ）技术。,报文交换,电路交换  ,分组交换,数据交换,B,1
1880,W,数字签名是数据的接收者用来证实数据的发送者身份确实无误的一种方法，目前常采用的数字签名标准是(   )。,DSS标准,CRC标准,SNMP标准,DSA标准,A,1
1881,W,数字签名通常使用 (  ) 方式。,公钥密码体系中的公钥和Hash相结合,密钥密码体系,公钥密码体系中的私钥和Hash相结合,公钥密码体系中的私钥,C,1
1882,W,所谓电子支付是指（ ）。,在网络上支付现金,在网络上支付支票,在网络上进行交易 ,在网络上发出或者接收电子单证进行支付,D,1
1883,W,特洛伊木马攻击的威胁类型属于（ ）。 ,授权侵犯威胁,植入威胁 ,渗入威胁,旁路控制威胁 ,B,1
1884,W,通过哪种协议可以在网络中动态地获得IP地址（ ）。,DHCP,SNMP,PPP ,UDP,A,1
1885,W,"网络互联设备通常发成以下四种，在不同的网络间存储并转发分组，必要时可通过( )进行网络上的协议转换。
 ",重发器,桥接器,网关,协议转换器,C,1
1886,W,为防止企业内部人员对网络进行攻击的最有效的手段是( )。,防火墙,VPN（虚拟私用网）,网络侵入侦测仪（如CYBERCOP）,加密,C,1
1887,W,为了保障网络安全，防止外部网对内部网的侵犯，多在内部网络与外部网络之间设置（ ）。,密码认证,时间戳,防火墙,数字签名,C,1
1888,W,为了验证带数字签名邮件的合法性，电子邮件应用程序（Outlook Express）会向（ ）。,相应的数字证书授权机构索取该数字标识的有关信息,发件人索取该数字标识的有关信息,发件人的上级主管部门索取该数字标识的有关信息,发件人使用的ISP索取该数字标识的有关信息,A,1
1889,W,文件服务器应具有分时系统文件管理的全部功能，能够为网络用户提供完善的数据、文件和（ ）。,目录服务,视频传输服务,数据库服务,交换式网络服务,A,1
1890,W,我国的公用数据网的简称是（   ）。,TELENT,CNPAC ,DATAPAC ,PSS,B,1
1891,W,下列（ ）是文件服务器的项目。,归档,打印队列管理 ,电子邮件,对象管理,A,1
1892,W,下列不属于网络技术发展趋势的是（ ）。,传输技术,身份认证技术,交换技术,接入技术,B,1
1893,W,下列不属于系统安全的技术是（ ）。,防火墙,加密狗,认证,防病毒,B,1
1894,W,下列服务器的叙述，不正确的是（　）。,网络服务器是微机局域网的核心部件,网络服务器最主要的任务是对网络活动进行监督及控制,网络服务器在运行网络操作系统中，最大限度响应用户的要求并及时响应并处理,网络服务器的效率直接影响整个网络的效率,B,1
1895,W,下列关于CSMA/CD的描述，正确的是（ ）。,说明站点在发送完帧之后再对冲突进行检测,说明在站点发送帧期间，同时再对冲突进行检测,说明站点发送帧和检测冲突并不是在同一个站上进行,说明在一个站上发送的帧，只有当另一个站没有收到时，才对冲突进行检测,B,1
1896,W,下列关于防火墙的功能的说法中错误的是（ ）。,防火墙能够控制进出网络的信息流向和信息包,防火墙能提供使用和流量的日志和审计,防火墙能提供内部IP地址及网络机构的细节,防火墙提供虚拟专用网（VPN）功能,C,1
